title	type	url_slug	venue	date	location	talk_url	description
Recent Advances of Geometric Deep Learning	Talk	talk-1	Chinese Academy of Sciences, Institute of Automation	2024-12-10	Beijing		I gave preliminary on GDL, and its recent advances in computer vision.
